image_name,pci
"33159_[40.72005658966344, -89.41687178875708]_ 2023-10-18 19-14-02_51.17285_LD.jpg",62
"8401_(40.7027576666667, -89.4043771666667)_ 2023-10-18 18-03-11_13.1498_D.jpg",16
"59971_(40.6976055, -89.4597875)_ 2023-10-20 18-28-44_43.17345_D.jpg",94
"37281_[40.72399458439972, -89.43748658930166]_ 2023-10-18 19-54-53_30.9209_LD.jpg",45
"52516_[40.698957195193316, -89.43312525104962]_ 2023-10-20 15-56-53_28.69905_LD.jpg",100
"46898_[40.70304499367031, -89.42081194636263]_ 2023-10-20 20-03-25_45.1252_LD.jpg",47
"27712_[40.71135701895382, -89.39682037317483]_ 2023-10-18 17-32-13_24.6235_LD.jpg",100
"48963_[40.70163190395827, -89.40516064025748]_ 2023-10-20 21-18-30_8.73755_LD.jpg",100
"41788_(40.7049146666667, -89.462249)_ 2023-10-20 16-41-53_29.45385_D.jpg",64
"59895_(40.70069, -89.4600401666667)_ 2023-10-20 18-28-17_35.0168_D.jpg",100
"43665_(40.69464, -89.4717473333334)_ 2023-10-20 17-00-39_39.4679_D.jpg",45
"39807_(40.7134695, -89.4462258333333)_ 2023-10-20 15-23-53_36.65035_D.jpg",27
"17705_[40.69865040928053, -89.44561924271427]_ 2023-10-20 18-41-03_51.33565_LD.jpg",91
"35156_(40.7157678333333, -89.4291773333333)_ 2023-10-18 19-34-21_30.43065_D.jpg",64
"9216_(40.7294506666667, -89.4384145)_ 2023-10-18 20-17-11_28.55105_D.jpg",48
"26490_(40.7092173333333, -89.4038565)_ 2023-10-18 17-17-08_38.61875_D.jpg",78
"35439_[40.71209107337978, -89.42893318897772]_ 2023-10-18 19-36-57_30.08655_LD.jpg",100
"51276_(40.713797, -89.4322163333333)_ 2023-10-20 15-43-22_27.87395_D.jpg",62
"23250_(40.6997651666667, -89.4216038333333)_ 2023-10-20 20-22-30_50.7233_D.jpg",75
"10792_[40.72382809250551, -89.44834132742346]_ 2023-10-18 20-32-21_33.1076_LD.jpg",44
"5425_[40.702261769173326, -89.39299426066349]_ 2023-10-18 16-34-41_20.22235_LD.jpg",100
"25178_(40.703387, -89.4078575)_ 2023-10-20 20-40-45_45.51925_D.jpg",64
"10647_[40.72312942829188, -89.44163072620704]_ 2023-10-18 20-30-51_6.84315_LD.jpg",16
"41830_(40.7047773333333, -89.4601185)_ 2023-10-20 16-42-16_7.96795_D.jpg",62
"59959_[40.698128333333244, -89.45992497781262]_ 2023-10-20 18-28-39_46.87715_LD.jpg",92
"59876_[40.70076825855141, -89.46070786138317]_ 2023-10-20 18-28-07_45.95215_LD.jpg",63
"6705_[40.70358494888064, -89.40436702854389]_ 2023-10-18 16-59-27_10.6597_LD.jpg",10
"31850_[40.71906492079556, -89.4117102479763]_ 2023-10-18 19-00-43_37.20905_LD.jpg",44
"8412_[40.70294577325621, -89.40469445301825]_ 2023-10-18 18-03-27_15.5992_LD.jpg",48
"29651_[40.70696137150268, -89.40735745825046]_ 2023-10-18 18-40-19_5.16335_LD.jpg",37
"24989_(40.703206, -89.418032)_ 2023-10-20 20-39-43_52.6843_D.jpg",62
"20507_[40.70910074181524, -89.43508104711886]_ 2023-10-20 19-09-59_28.2495_LD.jpg",83
"34709_(40.7136021666667, -89.432573)_ 2023-10-18 19-30-41_10.767_D.jpg",100
"24693_[40.69697158102752, -89.4261944279114]_ 2023-10-20 20-37-20_42.0801_LD.jpg",33
"6732_(40.7034166666667, -89.4039705)_ 2023-10-18 17-01-06_24.1277_D.jpg",46
"55429_[40.69649926708926, -89.47958333903713]_ 2023-10-20 17-50-19_34.5358_LD.jpg",97
"33418_[40.72011017110877, -89.4152598141195]_ 2023-10-18 19-16-12_23.1324_LD.jpg",75
"3941_(40.708835, -89.3894103333333)_ 2023-10-18 16-19-23_32.67285_D.jpg",100
"3901_(40.7083658333333, -89.3894006666667)_ 2023-10-18 16-18-54_30.5065_D.jpg",100
"2489_(40.7036938333333, -89.4061665)_ 2023-10-18 15-55-14_13.94715_D.jpg",41
"43620_(40.6940106666667, -89.473921)_ 2023-10-20 17-00-19_21.19915_D.jpg",4
"5407_(40.70297, -89.3930303333333)_ 2023-10-18 16-34-31_28.9303_D.jpg",100
"60365_[40.69989206512752, -89.45985558444278]_ 2023-10-20 18-34-36_44.9587_LD.jpg",51
"41862_(40.70474, -89.4616675)_ 2023-10-20 16-42-47_24.34415_D.jpg",100
"18000_[40.69990776665906, -89.44738557118617]_ 2023-10-20 18-43-30_35.88445_LD.jpg",48
"46389_(40.70319, -89.417972)_ 2023-10-20 19-57-13_39.30695_D.jpg",48
"35463_(40.7112051666667, -89.4288113333333)_ 2023-10-18 19-37-10_24.3423_D.jpg",64
"19363_[40.70491225516886, -89.44273751740317]_ 2023-10-20 18-57-06_48.2369_LD.jpg",4
"39981_[40.713720534843254, -89.44390752926303]_ 2023-10-20 15-25-39_30.43805_LD.jpg",78
"26758_(40.7092506666667, -89.40468)_ 2023-10-18 17-21-03_30.82285_D.jpg",52
"26834_(40.7105641666667, -89.4031645)_ 2023-10-18 17-21-53_23.0917_D.jpg",16
"32252_(40.714607, -89.4138568333333)_ 2023-10-18 19-05-29_28.56215_D.jpg",79
"2278_(40.7034185, -89.4056538333333)_ 2023-10-18 15-51-00_26.0036_D.jpg",64
"36899_[40.72368328999667, -89.43154138335049]_ 2023-10-18 19-51-04_16.0802_LD.jpg",4
"60408_[40.70141863595981, -89.45954997014292]_ 2023-10-20 18-34-58_46.22965_LD.jpg",65
"60246_(40.6949815, -89.4592573333333)_ 2023-10-20 18-33-50_34.14545_D.jpg",64
"35477_[40.710764452662914, -89.42906828030362]_ 2023-10-18 19-37-23_23.03805_LD.jpg",44
"27793_(40.710464, -89.3963551666667)_ 2023-10-18 17-33-15_32.2603_D.jpg",100
"16452_(40.6967165, -89.4785475)_ 2023-10-20 17-31-20_34.48955_D.jpg",78
"5313_[40.70529748778405, -89.39489558023483]_ 2023-10-18 16-33-35_26.8139_LD.jpg",100
"21327_[40.71071196077191, -89.42655862304674]_ 2023-10-20 19-18-48_13.8713_LD.jpg",64
"29174_[40.70656674618013, -89.41186702625788]_ 2023-10-18 18-33-46_30.8617_LD.jpg",100
"16986_[40.703813761448316, -89.45504652256729]_ 2023-10-20 18-35-24_68.44445_LD.jpg",36
"44475_[40.71125827203136, -89.41752588698013]_ 2023-10-20 19-35-24_30.38995_LD.jpg",100
"41863_(40.7047405, -89.4617191666667)_ 2023-10-20 16-42-48_26.95265_D.jpg",64
"60022_(40.6955186666667, -89.4592631666667)_ 2023-10-20 18-29-03_40.80175_D.jpg",96
"28065_[40.70995442209351, -89.3946880980409]_ 2023-10-18 17-35-57_25.8556_LD.jpg",100
"36885_(40.7231466666667, -89.4313668333333)_ 2023-10-18 19-50-56_42.13005_D.jpg",38
"57299_[40.69473107101097, -89.47423424422337]_ 2023-10-20 18-09-31_15.8693_LD.jpg",100
"41885_[40.705200175959284, -89.46266365950349]_ 2023-10-20 16-43-12_20.72555_LD.jpg",89
"36879_[40.7228866812841, -89.4313094028825]_ 2023-10-18 19-50-54_43.7858_LD.jpg",46
"20486_(40.7092918333333, -89.4358306666667)_ 2023-10-20 19-09-34_24.4385_D.jpg",90
"27766_(40.7114325, -89.3968266666667)_ 2023-10-18 17-33-00_24.7123_D.jpg",92
"8453_[40.70173926767148, -89.40521741476121]_ 2023-10-18 18-04-01_13.06655_LD.jpg",100
"5893_(40.701993, -89.3983325)_ 2023-10-18 16-41-33_12.7835_D.jpg",98
"57285_[40.69461993393884, -89.47488620418171]_ 2023-10-20 18-09-22_41.58615_LD.jpg",100
"46676_[40.70334960400073, -89.4110594596456]_ 2023-10-20 20-00-55_39.886_LD.jpg",4
"58481_[40.69402059494447, -89.47401925195724]_ 2023-10-20 18-16-55_51.1229_LD.jpg",71
"13651_[40.69863003369274, -89.44567327715633]_ 2023-10-20 16-28-12_17.08845_LD.jpg",96
"9607_(40.7273248333333, -89.4395723333333)_ 2023-10-18 20-20-46_36.51715_D.jpg",46
"3942_(40.7088761666667, -89.389415)_ 2023-10-18 16-19-23_33.0151_D.jpg",100
"28239_[40.704796514095925, -89.39485475868847]_ 2023-10-18 17-37-46_26.43835_LD.jpg",100
"49809_(40.7007948333333, -89.3987796666667)_ 2023-10-20 21-31-15_22.15375_D.jpg",100
"40987_(40.718659, -89.4403146666667)_ 2023-10-20 15-36-05_25.05085_D.jpg",9
"32325_(40.7141563333333, -89.4127313333333)_ 2023-10-18 19-06-32_12.92225_D.jpg",64
"33162_(40.7200871666667, -89.4167186666667)_ 2023-10-18 19-14-03_52.27545_D.jpg",93
"16050_[40.69315169417577, -89.48134341593625]_ 2023-10-20 17-27-10_25.4893_LD.jpg",24
"41992_[40.703046499999935, -89.4656841510814]_ 2023-10-20 16-44-06_43.0606_LD.jpg",49
"46663_(40.7034028333333, -89.4103915)_ 2023-10-20 20-00-49_17.51025_D.jpg",37
"41459_(40.70338, -89.456548)_ 2023-10-20 16-38-50_31.6017_D.jpg",28
"14348_(40.7024171666667, -89.4577866666667)_ 2023-10-20 16-36-14_42.9681_D.jpg",64
"59940_[40.69893992189312, -89.45987058534716]_ 2023-10-20 18-28-32_49.68175_LD.jpg",100
"7482_(40.704505, -89.3933948333333)_ 2023-10-18 17-43-38_30.66005_D.jpg",64
"35431_[40.712374213160864, -89.42907656558413]_ 2023-10-18 19-36-53_29.86085_LD.jpg",79
"14483_[40.70483479226585, -89.45301908416464]_ 2023-10-20 16-38-24_13.19975_LD.jpg",42
"46624_(40.7048896666667, -89.410379)_ 2023-10-20 20-00-09_25.09895_D.jpg",42
"60086_[40.69334678265968, -89.46000831515441]_ 2023-10-20 18-29-51_24.02595_LD.jpg",4
"41884_[40.705189376052665, -89.46262165150178]_ 2023-10-20 16-43-11_13.8676_LD.jpg",91
"26930_(40.710994, -89.3999153333333)_ 2023-10-18 17-23-08_20.74035_D.jpg",38
"47275_[40.70306348956846, -89.42304681868923]_ 2023-10-20 20-08-42_51.15805_LD.jpg",36
"15999_[40.69367929669049, -89.47875839021914]_ 2023-10-20 17-26-42_23.90755_LD.jpg",45
"16460_(40.6966215, -89.4789756666667)_ 2023-10-20 17-31-24_32.79495_D.jpg",96
"16466_(40.6965626666667, -89.4792846666667)_ 2023-10-20 17-31-27_31.9458_D.jpg",91
"32244_[40.71483547112055, -89.41413795407918]_ 2023-10-18 19-05-25_33.3518_LD.jpg",100
"60317_(40.6979308333333, -89.4598773333333)_ 2023-10-20 18-34-20_43.85055_D.jpg",48
"56798_[40.68787639808348, -89.4836020822223]_ 2023-10-20 18-04-11_44.7811_LD.jpg",100
"45515_[40.70697088636835, -89.41186857554436]_ 2023-10-20 19-46-15_35.52555_LD.jpg",100
"25796_[40.692476213575816, -89.40680657866824]_ 2023-10-20 20-45-47_53.428_LD.jpg",39
"24219_[40.69753575358331, -89.4291426179361]_ 2023-10-20 20-32-22_35.4164_LD.jpg",48
"22040_(40.7122971666667, -89.417555)_ 2023-10-20 19-25-44_34.78925_D.jpg",64
"39626_(40.7160045, -89.4444846666667)_ 2023-10-20 15-21-43_11.7623_D.jpg",36
"16048_[40.693173782040404, -89.48124716977605]_ 2023-10-20 17-27-09_24.57355_LD.jpg",16
"19299_[40.70386325444077, -89.44242772736823]_ 2023-10-20 18-56-27_31.6942_LD.jpg",46
"59872_(40.7007018333333, -89.4608938333333)_ 2023-10-20 18-28-05_51.64275_D.jpg",52
"2081_[40.701577709057545, -89.40684627962928]_ 2023-10-20 21-50-31_6.24005_LD.jpg",4
"59845_[40.70005239879098, -89.46214107820418]_ 2023-10-20 18-27-57_59.9881_LD.jpg",100
"16257_(40.6966821666667, -89.4836526666667)_ 2023-10-20 17-29-43_51.66865_D.jpg",41
"52732_(40.6969101666667, -89.4301671666667)_ 2023-10-20 15-59-14_18.22065_D.jpg",45
"20062_[40.70498825531718, -89.43820617571716]_ 2023-10-20 19-05-31_56.30475_LD.jpg",23
"2003_(40.7009176666667, -89.404319)_ 2023-10-20 21-48-52_4.07925_D.jpg",16
"28416_[40.706125762467664, -89.40747387106093]_ 2023-10-18 18-19-01_20.49985_LD.jpg",4
"56617_[40.688602638208344, -89.4836385817182]_ 2023-10-20 18-02-33_46.60335_LD.jpg",100
"5426_[40.70222218501027, -89.39299733522287]_ 2023-10-18 16-34-42_17.95425_LD.jpg",100
"32680_(40.7132648333333, -89.4153096666667)_ 2023-10-18 19-09-21_24.7382_D.jpg",49
"25813_[40.693173282927354, -89.40681924355356]_ 2023-10-20 20-45-52_55.53145_LD.jpg",38
"56588_(40.6898458333333, -89.4836416666667)_ 2023-10-20 18-02-20_24.4089_D.jpg",43
"16666_[40.69649574533154, -89.4795062735033]_ 2023-10-20 17-34-00_36.0158_LD.jpg",100
"8811_(40.703285, -89.4103185)_ 2023-10-18 18-10-39_20.08545_D.jpg",36
"59992_[40.69672843490989, -89.45932367119198]_ 2023-10-20 18-28-52_46.435_LD.jpg",100
"46074_[40.70300652237587, -89.41749577865886]_ 2023-10-20 19-53-51_9.2907_LD.jpg",75
"32255_[40.71450050259604, -89.41377699090577]_ 2023-10-18 19-05-31_20.7681_LD.jpg",100
"5369_[40.70438732788248, -89.39312710421957]_ 2023-10-18 16-34-10_16.5797_LD.jpg",100
"27769_(40.7113238333333, -89.3968761666667)_ 2023-10-18 17-33-02_25.22845_D.jpg",97
"58965_(40.6873048333333, -89.464505)_ 2023-10-20 18-20-13_51.10995_D.jpg",29
"39769_(40.7134231666667, -89.4482598333333)_ 2023-10-20 15-23-36_18.6776_D.jpg",42
"8535_(40.7031615, -89.4064223333333)_ 2023-10-18 18-05-11_22.86045_D.jpg",12
"19131_[40.70367252733643, -89.44360826277136]_ 2023-10-20 18-54-44_26.89345_LD.jpg",48
"51296_[40.71371517952793, -89.43235867877871]_ 2023-10-20 15-43-38_29.40205_LD.jpg",94
"45096_(40.7088986666667, -89.4151078333333)_ 2023-10-20 19-41-23_18.537_D.jpg",44
"49812_(40.7007935, -89.398929)_ 2023-10-20 21-31-18_9.55895_D.jpg",100
"60241_(40.6947695, -89.4592596666667)_ 2023-10-20 18-33-48_31.2835_D.jpg",64
"59881_[40.70088456175144, -89.46049093951862]_ 2023-10-20 18-28-09_33.6885_LD.jpg",59
"41745_[40.70617135316018, -89.46152313066727]_ 2023-10-20 16-41-33_42.7535_LD.jpg",88
"6021_(40.7018566666667, -89.3990143333333)_ 2023-10-18 16-43-25_4.7545_D.jpg",27
"46685_[40.70334411508937, -89.41154913325005]_ 2023-10-20 20-00-59_40.33925_LD.jpg",14
"20486_[40.70926451862839, -89.43583301826379]_ 2023-10-20 19-09-34_24.4385_LD.jpg",100
"16694_(40.696786, -89.4779863333333)_ 2023-10-20 17-34-13_35.4386_D.jpg",65
"41888_[40.705189122879766, -89.46280132142527]_ 2023-10-20 16-43-14_30.40845_LD.jpg",65
"8677_(40.7034011666667, -89.4075011666667)_ 2023-10-18 18-08-12_34.743_D.jpg",62
"36154_(40.7200021666667, -89.4242848333333)_ 2023-10-18 19-43-11_50.5568_D.jpg",19
"46902_[40.703011161277104, -89.42102485274411]_ 2023-10-20 20-03-27_37.59015_LD.jpg",31
"27768_(40.7113601666667, -89.3968681666667)_ 2023-10-18 17-33-02_24.04815_D.jpg",100
"41405_(40.7111096666667, -89.4360176666667)_ 2023-10-20 15-39-25_29.79795_D.jpg",100
"46888_[40.70311685034987, -89.42020750053493]_ 2023-10-20 20-03-21_46.38135_LD.jpg",7
"13659_(40.6986565, -89.4460755)_ 2023-10-20 16-28-17_25.27285_D.jpg",62
"51299_[40.71365215878341, -89.43249040098833]_ 2023-10-20 15-43-40_14.76485_LD.jpg",64
"8425_(40.7028146666667, -89.4051918333333)_ 2023-10-18 18-03-44_19.4287_D.jpg",100
"41862_[40.70471258438731, -89.4616674145931]_ 2023-10-20 16-42-47_24.34415_LD.jpg",64
"6476_(40.70315, -89.4015765)_ 2023-10-18 16-52-55_10.97975_D.jpg",26
"33897_[40.71732284995808, -89.42230217523459]_ 2023-10-18 19-21-49_22.57925_LD.jpg",100
"35166_[40.71571306014614, -89.42867074963735]_ 2023-10-18 19-34-26_27.3171_LD.jpg",88
"41879_(40.705076, -89.4624423333333)_ 2023-10-20 16-42-56_26.2219_D.jpg",64
"20248_[40.70620302578959, -89.43419073332113]_ 2023-10-20 19-07-12_19.6729_LD.jpg",25
"9202_(40.728904, -89.4383825)_ 2023-10-18 20-17-02_10.4747_D.jpg",62
"26743_[40.70921208689816, -89.40389271407085]_ 2023-10-18 17-20-56_29.3928_LD.jpg",91
"5914_(40.7028003333333, -89.3983631666667)_ 2023-10-18 16-41-47_19.5804_D.jpg",93
"57287_(40.6946688333333, -89.4747876666667)_ 2023-10-20 18-09-23_40.3374_D.jpg",85
"53723_(40.699986, -89.4837131666667)_ 2023-10-20 17-37-25_51.49105_D.jpg",48
"49804_[40.70076312779525, -89.39852471117973]_ 2023-10-20 21-31-12_23.5801_LD.jpg",100
"6773_[40.70295317379124, -89.40477653668991]_ 2023-10-18 17-02-04_14.319_LD.jpg",4
"41760_(40.705741, -89.4620968333333)_ 2023-10-20 16-41-38_53.15235_D.jpg",64
"35162_(40.7157691666667, -89.428861)_ 2023-10-18 19-34-24_30.75625_D.jpg",64
"8068_[40.70345425106089, -89.40206641241025]_ 2023-10-18 17-55-10_27.121_LD.jpg",18
"27432_[40.710991958454805, -89.39959249637599]_ 2023-10-18 17-29-09_26.20155_LD.jpg",64
"25229_[40.70195222453479, -89.40695208781942]_ 2023-10-20 20-41-11_41.6509_LD.jpg",45
"7446_[40.70316190973166, -89.39307890018387]_ 2023-10-18 17-43-17_45.3916_LD.jpg",100
"60012_[40.695934420923265, -89.45931207629606]_ 2023-10-20 18-28-59_46.8383_LD.jpg",65
"47196_(40.702954, -89.4222386666667)_ 2023-10-20 20-07-47_45.29725_D.jpg",38
"28682_[40.70414144672272, -89.41203246089557]_ 2023-10-18 18-26-37_19.7765_LD.jpg",25
"16430_[40.69680541960137, -89.47739500104564]_ 2023-10-20 17-31-10_24.9861_LD.jpg",88
"35465_[40.71112336183983, -89.42883313745081]_ 2023-10-18 19-37-11_21.99835_LD.jpg",100
"29448_[40.70635990928068, -89.41186240938096]_ 2023-10-18 18-37-46_26.16085_LD.jpg",100
"5344_[40.704368250439956, -89.39441862374105]_ 2023-10-18 16-33-57_29.7776_LD.jpg",34
"47549_(40.7076353333333, -89.432326)_ 2023-10-20 20-10-48_30.11985_D.jpg",100
"6766_(40.7030203333333, -89.4044373333334)_ 2023-10-18 17-01-56_7.60905_D.jpg",4
"22041_[40.712340561626334, -89.4175825822112]_ 2023-10-20 19-25-44_34.9983_LD.jpg",64
"40394_(40.7144308333333, -89.4380805)_ 2023-10-20 15-30-36_11.05745_D.jpg",72
"20111_[40.704841235268304, -89.43564699482187]_ 2023-10-20 19-05-48_7.47215_LD.jpg",24
"24834_[40.69932267234503, -89.42156375287864]_ 2023-10-20 20-38-20_41.921_LD.jpg",78
"16670_[40.69653818098197, -89.47929131111738]_ 2023-10-20 17-34-01_34.4359_LD.jpg",6
"23747_(40.6966828333333, -89.4262033333333)_ 2023-10-20 20-26-46_31.77745_D.jpg",42
"25443_(40.6926893333333, -89.4068115)_ 2023-10-20 20-42-20_61.94355_D.jpg",38
"3918_(40.707945, -89.3892578333333)_ 2023-10-18 16-19-09_14.5225_D.jpg",100
"22030_[40.71186995524378, -89.41756172916506]_ 2023-10-20 19-25-39_31.191_LD.jpg",82
"16494_(40.6964048333333, -89.4808176666667)_ 2023-10-20 17-31-41_23.77065_D.jpg",92
"26764_[40.70922391758758, -89.4049875]_ 2023-10-18 17-21-07_17.02_LD.jpg",98
"20957_[40.71068191897672, -89.42737822401655]_ 2023-10-20 19-14-56_30.53425_LD.jpg",87
"12071_[40.69133585762094, -89.43915495417421]_ 2023-10-20 16-12-02_25.9518_LD.jpg",100
"14296_(40.7031123333333, -89.4566241666667)_ 2023-10-20 16-35-52_39.4235_D.jpg",41
"60214_(40.6937185, -89.4592855)_ 2023-10-20 18-33-31_14.34305_D.jpg",25
"15378_[40.69477917768648, -89.47412974486735]_ 2023-10-20 17-20-19_15.4882_LD.jpg",100
"34689_(40.7138448333333, -89.4319748333333)_ 2023-10-18 19-30-14_20.42955_D.jpg",85
"33441_(40.720144, -89.4164725)_ 2023-10-18 19-16-22_49.3395_D.jpg",100
"41767_(40.7055443333333, -89.4623521666667)_ 2023-10-20 16-41-40_47.06585_D.jpg",21
"55530_(40.6968031666667, -89.4774026666667)_ 2023-10-20 17-51-13_26.31995_D.jpg",61
"27722_(40.7115148333333, -89.3964283333333)_ 2023-10-18 17-32-19_27.3911_D.jpg",92
"6733_(40.7034185, -89.403918)_ 2023-10-18 17-01-07_21.87625_D.jpg",18
"34684_[40.71376725747633, -89.43220430242494]_ 2023-10-18 19-30-11_25.77975_LD.jpg",100
"20476_[40.709188685878004, -89.43533392005075]_ 2023-10-20 19-09-29_30.92275_LD.jpg",100
"47031_[40.70324451735551, -89.42578650343165]_ 2023-10-20 20-05-50_43.39545_LD.jpg",12
"26716_[40.70918475595673, -89.40253764122178]_ 2023-10-18 17-20-40_20.9087_LD.jpg",97
"27412_[40.71096780034774, -89.39929789850635]_ 2023-10-18 17-28-51_22.35355_LD.jpg",64
"779_(40.7159073333333, -89.407296)_ 2023-10-18 15-45-38_53.37435_D.jpg",38
"14301_(40.7029911666667, -89.4568515)_ 2023-10-20 16-35-54_44.12435_D.jpg",29
"19398_[40.70492991758758, -89.4408733333333]_ 2023-10-20 18-57-17_36.0232_LD.jpg",4
"32746_[40.715605007190014, -89.4160713949524]_ 2023-10-18 19-09-54_28.0312_LD.jpg",40
"59177_(40.6879418333333, -89.4643741666667)_ 2023-10-20 18-22-01_48.90105_D.jpg",49
"14903_(40.6921796666667, -89.470979)_ 2023-10-20 17-13-23_28.28465_D.jpg",42
"41890_[40.70515151308429, -89.4628943849489]_ 2023-10-20 16-43-15_36.1083_LD.jpg",94
"8831_[40.70250950822435, -89.4103295644676]_ 2023-10-18 18-10-51_29.14305_LD.jpg",44
"27797_[40.710303741908945, -89.39627816495006]_ 2023-10-18 17-33-17_31.82185_LD.jpg",56
"36860_[40.72204090203951, -89.43103058683461]_ 2023-10-18 19-50-46_45.8282_LD.jpg",32
"28093_(40.7097541666667, -89.3959828333333)_ 2023-10-18 17-36-19_10.10285_D.jpg",100
"36280_(40.7199296666667, -89.4302455)_ 2023-10-18 19-43-58_41.0441_D.jpg",46
"59144_(40.686527, -89.4646408333333)_ 2023-10-20 18-21-49_37.1332_D.jpg",48
"32336_[40.71424099681354, -89.4132792831515]_ 2023-10-18 19-06-38_31.77005_LD.jpg",33
"45188_[40.70838244614936, -89.4118487949904]_ 2023-10-20 19-42-27_31.0393_LD.jpg",100
"28307_[40.70347042335638, -89.39310506126375]_ 2023-10-18 17-38-37_38.05265_LD.jpg",100
"31287_(40.7202681666667, -89.408032)_ 2023-10-18 18-55-12_35.3054_D.jpg",88
"15117_(40.6962023333333, -89.4692883333334)_ 2023-10-20 17-15-56_32.5896_D.jpg",46
"29108_(40.7063181666667, -89.4118786666667)_ 2023-10-18 18-32-54_29.90155_D.jpg",100
"39124_[40.732928369108095, -89.43936007546405]_ 2023-10-18 20-10-17_32.53965_LD.jpg",48
"57309_(40.6943755, -89.4740981666667)_ 2023-10-20 18-09-38_35.19625_D.jpg",92
"8486_(40.7015956666667, -89.4067678333333)_ 2023-10-18 18-04-32_10.2009_D.jpg",16
"19082_(40.7034466666667, -89.44362)_ 2023-10-20 18-54-01_35.05565_D.jpg",70
"29025_[40.70513242353523, -89.41248276229587]_ 2023-10-18 18-31-51_34.151_LD.jpg",36
"60220_(40.6939485, -89.459266)_ 2023-10-20 18-33-36_23.44875_D.jpg",100
"56800_(40.6879656666667, -89.4835758333333)_ 2023-10-20 18-04-12_44.81625_D.jpg",100
"51290_[40.71385652205403, -89.43211462581374]_ 2023-10-20 15-43-35_24.05_LD.jpg",64
"14333_(40.7022483333333, -89.4582333333333)_ 2023-10-20 16-36-05_27.5206_D.jpg",65
"41916_[40.70471887891582, -89.46416935391508]_ 2023-10-20 16-43-24_56.2067_LD.jpg",84
"16706_(40.6968086666667, -89.4773351666667)_ 2023-10-20 17-34-19_18.83855_D.jpg",87
"18864_(40.7008045, -89.4457176666667)_ 2023-10-20 18-51-16_5.50745_D.jpg",41
"5419_(40.7024958333333, -89.3930276666667)_ 2023-10-18 16-34-38_24.83255_D.jpg",100
"43372_[40.69599605915477, -89.46722308220183]_ 2023-10-20 16-57-04_34.31195_LD.jpg",47
"36857_(40.7219171666667, -89.430958)_ 2023-10-18 19-50-45_45.22695_D.jpg",48
"8413_[40.70293612714033, -89.40474173780615]_ 2023-10-18 18-03-28_15.7805_LD.jpg",66
"23247_(40.6998765, -89.4216063333333)_ 2023-10-20 20-22-29_48.9584_D.jpg",75
"5401_(40.7031988333333, -89.3930365)_ 2023-10-18 16-34-28_30.155_D.jpg",100
"8690_(40.7033976666667, -89.4081878333333)_ 2023-10-18 18-08-18_34.06035_D.jpg",62
"2539_[40.70511445548082, -89.40679827427287]_ 2023-10-18 15-56-11_16.89975_LD.jpg",46
"16049_[40.693162203157954, -89.48129448410602]_ 2023-10-20 17-27-10_24.97685_LD.jpg",8
"24853_[40.700159999999926, -89.42156063973792]_ 2023-10-20 20-38-27_49.802_LD.jpg",75
"5901_(40.7022958333333, -89.39834)_ 2023-10-18 16-41-39_25.28395_D.jpg",98
"39745_[40.71345208468935, -89.44746117888086]_ 2023-10-20 15-23-18_36.038_LD.jpg",100
"34973_(40.7151271666667, -89.430797)_ 2023-10-18 19-32-50_36.02135_D.jpg",64
"9185_[40.72947910953878, -89.43841825183402]_ 2023-10-18 20-16-37_20.7681_LD.jpg",64
"8410_(40.7029806666667, -89.4045978333333)_ 2023-10-18 18-03-24_10.0529_D.jpg",4
"47027_(40.7032535, -89.4255643333333)_ 2023-10-20 20-05-49_39.6196_D.jpg",22
"33860_[40.71772011892261, -89.42118512272141]_ 2023-10-18 19-21-25_19.3288_LD.jpg",64
"60325_(40.6982945, -89.4598798333333)_ 2023-10-20 18-34-23_47.46915_D.jpg",63
"14121_[40.70498908787782, -89.44668788760774]_ 2023-10-20 16-34-42_47.26195_LD.jpg",-2
"27229_(40.7092083333333, -89.4024001666667)_ 2023-10-18 17-26-37_10.13245_D.jpg",78
"60291_[40.69686551428769, -89.45933272083266]_ 2023-10-20 18-34-09_44.80885_LD.jpg",100
"8180_[40.7034459231058, -89.4030031166287]_ 2023-10-18 17-57-14_30.53795_LD.jpg",38
"503_[40.720031257503734, -89.4178145659179]_ 2023-10-18 15-44-05_61.58835_LD.jpg",76
"13657_[40.698629755620686, -89.44597149238803]_ 2023-10-20 16-28-16_27.03775_LD.jpg",100
"41845_(40.7047483333333, -89.4607793333333)_ 2023-10-20 16-42-39_38.14885_D.jpg",62
"36858_[40.72195197054762, -89.43099949406509]_ 2023-10-18 19-50-45_45.46745_LD.jpg",4
"32817_[40.716470368172516, -89.41876313381673]_ 2023-10-18 19-10-46_9.8679_LD.jpg",64
"14325_[40.70241973930706, -89.45787589788078]_ 2023-10-20 16-36-01_50.2904_LD.jpg",46
"2206_(40.7031711666667, -89.406677)_ 2023-10-20 21-52-41_21.2417_D.jpg",4
"59909_(40.7001198333333, -89.4599145)_ 2023-10-20 18-28-23_48.6402_D.jpg",58
"20110_[40.70484834852133, -89.43569329740961]_ 2023-10-20 19-05-47_19.00875_LD.jpg",23
"11967_[40.6911925811278, -89.43901238883181]_ 2023-10-20 16-10-47_21.571_LD.jpg",100
"3900_(40.7084041666667, -89.3893993333333)_ 2023-10-18 16-18-53_30.43805_D.jpg",100
